八旗都統,0,0,0,N,other,*,*,*,*,八旗都統,*,*
把總,0,0,0,N,other,*,*,*,*,把總,*,*
伯趙氏,0,0,0,N,other,*,*,*,*,伯趙氏,*,*
勃極烈,0,0,0,N,other,*,*,*,*,勃極烈,*,*
博士,0,0,0,N,other,*,*,*,*,博士,*,*
百夫長,0,0,0,N,other,*,*,*,*,百夫長,*,*
百戶,0,0,0,N,other,*,*,*,*,百戶,*,*
佰,0,0,0,N,other,*,*,*,*,佰,*,*
保,0,0,0,N,other,*,*,*,*,保,*,*
保宮,0,0,0,N,other,*,*,*,*,保宮,*,*
保章氏,0,0,0,N,other,*,*,*,*,保章氏,*,*
鮑人,0,0,0,N,other,*,*,*,*,鮑人,*,*
版尹,0,0,0,N,other,*,*,*,*,版尹,*,*
伴讀,0,0,0,N,other,*,*,*,*,伴讀,*,*
比部,0,0,0,N,other,*,*,*,*,比部,*,*
筆帖式,0,0,0,N,other,*,*,*,*,筆帖式,*,*
鄙師,0,0,0,N,other,*,*,*,*,鄙師,*,*
弼,0,0,0,N,other,*,*,*,*,弼,*,*
別駕,0,0,0,N,other,*,*,*,*,別駕,*,*
別將,0,0,0,N,other,*,*,*,*,別將,*,*
編修,0,0,0,N,other,*,*,*,*,編修,*,*
兵部尚書,0,0,0,N,other,*,*,*,*,兵部尚書,*,*
兵馬司,0,0,0,N,other,*,*,*,*,兵馬司,*,*
卜人,0,0,0,N,other,*,*,*,*,卜人,*,*
補闕,0,0,0,N,other,*,*,*,*,補闕,*,*
布政使,0,0,0,N,other,*,*,*,*,布政使,*,*
步兵,0,0,0,N,other,*,*,*,*,步兵,*,*
步兵校尉,0,0,0,N,other,*,*,*,*,步兵校尉,*,*
步軍統領,0,0,0,N,other,*,*,*,*,步軍統領,*,*
簿,0,0,0,N,other,*,*,*,*,簿,*,*
庖人,0,0,0,N,other,*,*,*,*,庖人,*,*
判官,0,0,0,N,other,*,*,*,*,判官,*,*
判司,0,0,0,N,other,*,*,*,*,判司,*,*
驃騎,0,0,0,N,other,*,*,*,*,驃騎,*,*
驃騎將軍,0,0,0,N,other,*,*,*,*,驃騎將軍,*,*
平章,0,0,0,N,other,*,*,*,*,平章,*,*
平準,0,0,0,N,other,*,*,*,*,平準,*,*
評事,0,0,0,N,other,*,*,*,*,評事,*,*
僕夫,0,0,0,N,other,*,*,*,*,僕夫,*,*
僕射,0,0,0,N,other,*,*,*,*,僕射,*,*
門下,0,0,0,N,other,*,*,*,*,門下,*,*
門下省,0,0,0,N,other,*,*,*,*,門下省,*,*
祕書監,0,0,0,N,other,*,*,*,*,祕書監,*,*
名色,0,0,0,N,other,*,*,*,*,名色,*,*
牧師,0,0,0,N,other,*,*,*,*,牧師,*,*
法曹,0,0,0,N,other,*,*,*,*,法曹,*,*
藩臺,0,0,0,N,other,*,*,*,*,藩臺,*,*
分司,0,0,0,N,other,*,*,*,*,分司,*,*
方相氏,0,0,0,N,other,*,*,*,*,方相氏,*,*
方士,0,0,0,N,other,*,*,*,*,方士,*,*
封人,0,0,0,N,other,*,*,*,*,封人,*,*
奉政大夫,0,0,0,N,other,*,*,*,*,奉政大夫,*,*
府丞,0,0,0,N,other,*,*,*,*,府丞,*,*
府尹,0,0,0,N,other,*,*,*,*,府尹,*,*
父老,0,0,0,N,other,*,*,*,*,父老,*,*
駙馬,0,0,0,N,other,*,*,*,*,駙馬,*,*
駙馬都尉,0,0,0,N,other,*,*,*,*,駙馬都尉,*,*
副領事,0,0,0,N,other,*,*,*,*,副領事,*,*
副官,0,0,0,N,other,*,*,*,*,副官,*,*
大夫,0,0,0,N,other,*,*,*,*,大夫,*,*
大府,0,0,0,N,other,*,*,*,*,大府,*,*
大都護,0,0,0,N,other,*,*,*,*,大都護,*,*
大農,0,0,0,N,other,*,*,*,*,大農,*,*
大理,0,0,0,N,other,*,*,*,*,大理,*,*
大諫,0,0,0,N,other,*,*,*,*,大諫,*,*
大將軍,0,0,0,N,other,*,*,*,*,大將軍,*,*
大匠,0,0,0,N,other,*,*,*,*,大匠,*,*
大將,0,0,0,N,other,*,*,*,*,大將,*,*
大軍機,0,0,0,N,other,*,*,*,*,大軍機,*,*
大酋,0,0,0,N,other,*,*,*,*,大酋,*,*
大行人,0,0,0,N,other,*,*,*,*,大行人,*,*
大學士,0,0,0,N,other,*,*,*,*,大學士,*,*
大冢宰,0,0,0,N,other,*,*,*,*,大冢宰,*,*
大臣,0,0,0,N,other,*,*,*,*,大臣,*,*
大使,0,0,0,N,other,*,*,*,*,大使,*,*
大宗師,0,0,0,N,other,*,*,*,*,大宗師,*,*
大司馬,0,0,0,N,other,*,*,*,*,大司馬,*,*
大司徒,0,0,0,N,other,*,*,*,*,大司徒,*,*
大司客,0,0,0,N,other,*,*,*,*,大司客,*,*
大司空,0,0,0,N,other,*,*,*,*,大司空,*,*
大文衡,0,0,0,N,other,*,*,*,*,大文衡,*,*
大掾史,0,0,0,N,other,*,*,*,*,大掾史,*,*
待制,0,0,0,N,other,*,*,*,*,待制,*,*
待詔,0,0,0,N,other,*,*,*,*,待詔,*,*
鞮,0,0,0,N,other,*,*,*,*,鞮,*,*
鞮鞻,0,0,0,N,other,*,*,*,*,鞮鞻,*,*
典禮,0,0,0,N,other,*,*,*,*,典禮,*,*
典籍,0,0,0,N,other,*,*,*,*,典籍,*,*
典獄,0,0,0,N,other,*,*,*,*,典獄,*,*
點檢,0,0,0,N,other,*,*,*,*,點檢,*,*
